ioc_id,pattern_code,pattern_name,pincode,district,state,date_detected,first_date,last_date,risk_score,risk_level,indicator_value,threshold,description,recommended_action,alert_id,alert_status,assigned_to,created_at,priority
IOC-MPS-049363,MPS,Multi-PIN Synchronization,"560049, 560060, 560067, 560087, 562110",Bengaluru Rural,Karnataka,2026-01-12,N/A,N/A,10.0,HIGH,0.8333333333333334,0.3,Synchronized spike across 5 PINs (83%) in district Bengaluru Rural,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000146,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049371,MPS,Multi-PIN Synchronization,"311001, 311011, 311021, 311023, 311024...",Bhilwara,Rajasthan,2026-01-12,N/A,N/A,10.0,HIGH,0.8611111111111112,0.3,Synchronized spike across 31 PINs (86%) in district Bhilwara,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000145,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049434,MPS,Multi-PIN Synchronization,"328001, 328021, 328022, 328023, 328024...",Dholpur,Rajasthan,2026-01-12,N/A,N/A,10.0,HIGH,1.0,0.3,Synchronized spike across 13 PINs (100%) in district Dholpur,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000144,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049693,MPS,Multi-PIN Synchronization,"813208, 816101, 816102, 816104, 816105...",Sahebganj,Jharkhand,2026-01-12,N/A,N/A,10.0,HIGH,0.9230769230769231,0.3,Synchronized spike across 12 PINs (92%) in district Sahebganj,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000107,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049330,MPS,Multi-PIN Synchronization,"223221, 223222, 223223, 223224, 223225...",Azamgarh,Uttar Pradesh,2026-01-12,N/A,N/A,10.0,HIGH,0.7166666666666667,0.3,Synchronized spike across 43 PINs (72%) in district Azamgarh,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000143,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049695,MPS,Multi-PIN Synchronization,"847105, 847301, 848101, 848102, 848113...",Samastipur,Bihar,2026-01-12,N/A,N/A,10.0,HIGH,0.8409090909090909,0.3,Synchronized spike across 37 PINs (84%) in district Samastipur,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000108,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049386,MPS,Multi-PIN Synchronization,"202520, 202523, 202524, 202525, 202526...",Budaun,Uttar Pradesh,2026-01-12,N/A,N/A,10.0,HIGH,0.6785714285714286,0.3,Synchronized spike across 19 PINs (68%) in district Budaun,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000142,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049429,MPS,Multi-PIN Synchronization,"454001, 454010, 454111, 454116, 454221...",Dhar,Madhya Pradesh,2026-01-12,N/A,N/A,10.0,HIGH,0.5769230769230769,0.3,Synchronized spike across 15 PINs (58%) in district Dhar,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000141,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049696,MPS,Multi-PIN Synchronization,"202410, 202411, 202412, 202414, 202421...",Sambhal,Uttar Pradesh,2026-01-12,N/A,N/A,10.0,HIGH,0.5,0.3,Synchronized spike across 14 PINs (50%) in district Sambhal,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000109,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049425,MPS,Multi-PIN Synchronization,"455001, 455115, 455116, 455118, 455221...",Dewas,Madhya Pradesh,2026-01-12,N/A,N/A,10.0,HIGH,0.6,0.3,Synchronized spike across 12 PINs (60%) in district Dewas,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000140,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049700,MPS,Multi-PIN Synchronization,"841101, 841201, 841202, 841204, 841205...",Saran,Bihar,2026-01-12,N/A,N/A,10.0,HIGH,0.8653846153846154,0.3,Synchronized spike across 45 PINs (87%) in district Saran,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000110,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049418,MPS,Multi-PIN Synchronization,"475335, 475336, 475661, 475671, 475673...",Datia,Madhya Pradesh,2026-01-12,N/A,N/A,10.0,HIGH,0.9,0.3,Synchronized spike across 9 PINs (90%) in district Datia,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000139,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049417,MPS,Multi-PIN Synchronization,"784114, 784115, 784116, 784125, 784144...",Darrang,Assam,2026-01-12,N/A,N/A,10.0,HIGH,0.5217391304347826,0.3,Synchronized spike across 12 PINs (52%) in district Darrang,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000138,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049702,MPS,Multi-PIN Synchronization,"485001, 485005, 485111, 485112, 485113...",Satna,Madhya Pradesh,2026-01-12,N/A,N/A,10.0,HIGH,0.8846153846153846,0.3,Synchronized spike across 23 PINs (88%) in district Satna,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000111,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049523,MPS,Multi-PIN Synchronization,"342001, 342003, 342005, 342006, 342007...",Jodhpur,Rajasthan,2026-01-12,N/A,N/A,10.0,HIGH,0.8181818181818182,0.3,Synchronized spike across 36 PINs (82%) in district Jodhpur,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000137,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049415,MPS,Multi-PIN Synchronization,"470661, 470663, 470664, 470666, 470672...",Damoh,Madhya Pradesh,2026-01-12,N/A,N/A,10.0,HIGH,0.6666666666666666,0.3,Synchronized spike across 12 PINs (67%) in district Damoh,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000136,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049705,MPS,Multi-PIN Synchronization,"480661, 480667, 480771, 480880, 480882...",Seoni,Madhya Pradesh,2026-01-12,N/A,N/A,10.0,HIGH,0.8333333333333334,0.3,Synchronized spike across 15 PINs (83%) in district Seoni,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000113,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049714,MPS,Multi-PIN Synchronization,"473551, 473585, 473660, 473662, 473665...",Shivpuri,Madhya Pradesh,2026-01-12,N/A,N/A,10.0,HIGH,0.64,0.3,Synchronized spike across 16 PINs (64%) in district Shivpuri,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000062,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049713,MPS,Multi-PIN Synchronization,"476332, 476335, 476337, 476339, 476355",Sheopur,Madhya Pradesh,2026-01-12,N/A,N/A,10.0,HIGH,0.8333333333333334,0.3,Synchronized spike across 5 PINs (83%) in district Sheopur,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000061,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049653,MPS,Multi-PIN Synchronization,"384151, 384240, 384241, 384245, 384265...",Patan,Gujarat,2026-01-12,N/A,N/A,10.0,HIGH,0.5217391304347826,0.3,Synchronized spike across 12 PINs (52%) in district Patan,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000060,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049785,MPS,Multi-PIN Synchronization,"585201, 585202, 585214, 585215, 585216...",Yadgir,Karnataka,2026-01-12,N/A,N/A,10.0,HIGH,0.8695652173913043,0.3,Synchronized spike across 20 PINs (87%) in district Yadgir,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000173,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049435,MPS,Multi-PIN Synchronization,"783127, 783128, 783131, 783135, 783301...",Dhubri,Assam,2026-01-12,N/A,N/A,10.0,HIGH,0.7916666666666666,0.3,Synchronized spike across 19 PINs (79%) in district Dhubri,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000172,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049771,MPS,Multi-PIN Synchronization,"221001, 221002, 221003, 221005, 221007...",Varanasi,Uttar Pradesh,2026-01-12,N/A,N/A,10.0,HIGH,0.4918032786885246,0.3,Synchronized spike across 30 PINs (49%) in district Varanasi,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000171,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049432,MPS,Multi-PIN Synchronization,"786110, 787026, 787034, 787035, 787057...",Dhemaji,Assam,2026-01-12,N/A,N/A,10.0,HIGH,0.45,0.3,Synchronized spike across 9 PINs (45%) in district Dhemaji,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000170,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049333,MPS,Multi-PIN Synchronization,"271801, 271802, 271803, 271821, 271824...",Bahraich,Uttar Pradesh,2026-01-12,N/A,N/A,10.0,HIGH,0.84,0.3,Synchronized spike across 21 PINs (84%) in district Bahraich,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000169,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049339,MPS,Multi-PIN Synchronization,"497001, 497118, 497119, 497220, 497223...",Balrampur,Chhattisgarh,2026-01-12,N/A,N/A,10.0,HIGH,0.6774193548387096,0.3,Synchronized spike across 21 PINs (68%) in district Balrampur,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000168,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049340,MPS,Multi-PIN Synchronization,"385001, 385130, 385135, 385310, 385320...",Banas Kantha,Gujarat,2026-01-12,N/A,N/A,10.0,HIGH,0.5714285714285714,0.3,Synchronized spike across 16 PINs (57%) in district Banas Kantha,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000167,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049341,MPS,Multi-PIN Synchronization,"385001, 385110, 385120, 385130, 385135...",Banaskantha,Gujarat,2026-01-12,N/A,N/A,10.0,HIGH,0.9285714285714286,0.3,Synchronized spike across 26 PINs (93%) in district Banaskantha,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000166,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049379,MPS,Multi-PIN Synchronization,"331801, 331803, 331811, 334001, 334004...",Bikaner,Rajasthan,2026-01-12,N/A,N/A,10.0,HIGH,0.8888888888888888,0.3,Synchronized spike across 24 PINs (89%) in district Bikaner,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000165,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049342,MPS,Multi-PIN Synchronization,"210001, 210120, 210121, 210123, 210125...",Banda,Uttar Pradesh,2026-01-12,N/A,N/A,10.0,HIGH,0.4782608695652174,0.3,Synchronized spike across 11 PINs (48%) in district Banda,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000164,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049378,MPS,Multi-PIN Synchronization,"246701, 246721, 246722, 246723, 246724...",Bijnor,Uttar Pradesh,2026-01-12,N/A,N/A,10.0,HIGH,0.8928571428571429,0.3,Synchronized spike across 25 PINs (89%) in district Bijnor,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000163,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049375,MPS,Multi-PIN Synchronization,"462001, 462003, 462008, 462010, 462016...",Bhopal,Madhya Pradesh,2026-01-12,N/A,N/A,10.0,HIGH,0.5,0.3,Synchronized spike across 21 PINs (50%) in district Bhopal,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000162,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049597,MPS,Multi-PIN Synchronization,"458001, 458002, 458339, 458389, 458553...",Mandsaur,Madhya Pradesh,2026-01-12,N/A,N/A,10.0,HIGH,0.7727272727272727,0.3,Synchronized spike across 17 PINs (77%) in district Mandsaur,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000002,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049601,MPS,Multi-PIN Synchronization,"272153, 281001, 281003, 281004, 281005...",Mathura,Uttar Pradesh,2026-01-12,N/A,N/A,10.0,HIGH,0.896551724137931,0.3,Synchronized spike across 26 PINs (90%) in district Mathura,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000003,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049605,MPS,Multi-PIN Synchronization,"245206, 250001, 250002, 250004, 250103...",Meerut,Uttar Pradesh,2026-01-12,N/A,N/A,10.0,HIGH,0.75,0.3,Synchronized spike across 21 PINs (75%) in district Meerut,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000004,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049607,MPS,Multi-PIN Synchronization,"231001, 231211, 231301, 231302, 231303...",Mirzapur,Uttar Pradesh,2026-01-12,N/A,N/A,10.0,HIGH,0.625,0.3,Synchronized spike across 15 PINs (62%) in district Mirzapur,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000005,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049608,MPS,Multi-PIN Synchronization,"202411, 202413, 202415, 244001, 244102...",Moradabad,Uttar Pradesh,2026-01-12,N/A,N/A,10.0,HIGH,0.4,0.3,Synchronized spike across 14 PINs (40%) in district Moradabad,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000006,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049609,MPS,Multi-PIN Synchronization,"363330, 363621, 363641, 363642, 363650...",Morbi,Gujarat,2026-01-12,N/A,N/A,10.0,HIGH,0.42857142857142855,0.3,Synchronized spike across 6 PINs (43%) in district Morbi,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000007,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049610,MPS,Multi-PIN Synchronization,"476001, 476111, 476115, 476134, 476219...",Morena,Madhya Pradesh,2026-01-12,N/A,N/A,10.0,HIGH,0.7333333333333333,0.3,Synchronized spike across 11 PINs (73%) in district Morena,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000008,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049612,MPS,Multi-PIN Synchronization,"400042, 400043, 400050, 400051, 400053...",Mumbai Suburban,Maharashtra,2026-01-12,N/A,N/A,10.0,HIGH,0.6491228070175439,0.3,Synchronized spike across 37 PINs (65%) in district Mumbai Suburban,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000009,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049614,MPS,Multi-PIN Synchronization,"811201, 811202, 811211, 811212, 811213...",Munger,Bihar,2026-01-12,N/A,N/A,10.0,HIGH,0.5,0.3,Synchronized spike across 9 PINs (50%) in district Munger,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000010,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049470,MPS,Multi-PIN Synchronization,"815301, 815302, 815311, 815312, 815313...",Giridih,Jharkhand,2026-01-12,N/A,N/A,10.0,HIGH,0.8181818181818182,0.3,Synchronized spike across 18 PINs (82%) in district Giridih,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000174,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049615,MPS,Multi-PIN Synchronization,"731221, 731222, 741156, 742101, 742102...",Murshidabad,West Bengal,2026-01-12,N/A,N/A,10.0,HIGH,0.58,0.3,Synchronized spike across 58 PINs (58%) in district Murshidabad,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000011,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049471,MPS,Multi-PIN Synchronization,"783101, 783120, 783121, 783123, 783124...",Goalpara,Assam,2026-01-12,N/A,N/A,10.0,HIGH,0.8,0.3,Synchronized spike across 12 PINs (80%) in district Goalpara,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000175,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049473,MPS,Multi-PIN Synchronization,"785601, 785602, 785603, 785609, 785610...",Golaghat,Assam,2026-01-12,N/A,N/A,10.0,HIGH,0.5625,0.3,Synchronized spike across 18 PINs (56%) in district Golaghat,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000177,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049460,MPS,Multi-PIN Synchronization,"205130, 205135, 205141, 205142, 205145...",Firozabad,Uttar Pradesh,2026-01-12,N/A,N/A,10.0,HIGH,0.4838709677419355,0.3,Synchronized spike across 15 PINs (48%) in district Firozabad,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000198,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049447,MPS,Multi-PIN Synchronization,"110031, 110032, 110051, 110091, 110092...",East Delhi,Delhi,2026-01-12,N/A,N/A,10.0,HIGH,0.7,0.3,Synchronized spike across 7 PINs (70%) in district East Delhi,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000197,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049476,MPS,Multi-PIN Synchronization,"841405, 841407, 841409, 841420, 841423...",Gopalganj,Bihar,2026-01-12,N/A,N/A,10.0,HIGH,0.75,0.3,Synchronized spike across 18 PINs (75%) in district Gopalganj,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000196,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049469,MPS,Multi-PIN Synchronization,"362150, 362265, 362268, 362275, 362510...",Gir Somnath,Gujarat,2026-01-12,N/A,N/A,10.0,HIGH,0.5263157894736842,0.3,Synchronized spike across 10 PINs (53%) in district Gir Somnath,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000195,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049522,MPS,Multi-PIN Synchronization,"126101, 126102, 126111, 126112, 126113...",Jind,Haryana,2026-01-12,N/A,N/A,10.0,HIGH,0.9090909090909091,0.3,Synchronized spike across 10 PINs (91%) in district Jind,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000194,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049519,MPS,Multi-PIN Synchronization,"326001, 326021, 326022, 326023, 326033...",Jhalawar,Rajasthan,2026-01-12,N/A,N/A,10.0,HIGH,0.9473684210526315,0.3,Synchronized spike across 18 PINs (95%) in district Jhalawar,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000193,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049517,MPS,Multi-PIN Synchronization,"457661, 457770, 457772, 457773, 457775...",Jhabua,Madhya Pradesh,2026-01-12,N/A,N/A,10.0,HIGH,0.42105263157894735,0.3,Synchronized spike across 8 PINs (42%) in district Jhabua,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000192,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049512,MPS,Multi-PIN Synchronization,"811301, 811303, 811305, 811307, 811308...",Jamui,Bihar,2026-01-12,N/A,N/A,10.0,HIGH,0.7333333333333333,0.3,Synchronized spike across 11 PINs (73%) in district Jamui,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000191,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049511,MPS,Multi-PIN Synchronization,"814166, 815351, 815352, 815354, 815355...",Jamtara,Jharkhand,2026-01-12,N/A,N/A,10.0,HIGH,0.6666666666666666,0.3,Synchronized spike across 6 PINs (67%) in district Jamtara,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000190,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049508,MPS,Multi-PIN Synchronization,"307029, 307030, 307515, 307803, 343001...",Jalor,Rajasthan,2026-01-12,N/A,N/A,10.0,HIGH,0.9090909090909091,0.3,Synchronized spike across 20 PINs (91%) in district Jalor,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000189,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049503,MPS,Multi-PIN Synchronization,"302001, 302002, 302003, 302004, 302006...",Jaipur,Rajasthan,2026-01-12,N/A,N/A,10.0,HIGH,0.8023255813953488,0.3,Synchronized spike across 69 PINs (80%) in district Jaipur,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000188,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049501,MPS,Multi-PIN Synchronization,"482001, 482002, 482003, 482004, 482005...",Jabalpur,Madhya Pradesh,2026-01-12,N/A,N/A,10.0,HIGH,0.6129032258064516,0.3,Synchronized spike across 19 PINs (61%) in district Jabalpur,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000187,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049500,MPS,Multi-PIN Synchronization,"452001, 452002, 452003, 452005, 452006...",Indore,Madhya Pradesh,2026-01-12,N/A,N/A,10.0,HIGH,0.7575757575757576,0.3,Synchronized spike across 25 PINs (76%) in district Indore,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000186,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049494,MPS,Multi-PIN Synchronization,"782428, 782429, 782435, 782439, 782440...",Hojai,Assam,2026-01-12,N/A,N/A,10.0,HIGH,0.9,0.3,Synchronized spike across 9 PINs (90%) in district Hojai,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000185,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049492,MPS,Multi-PIN Synchronization,"431512, 431513, 431542, 431701, 431702...",Hingoli,Maharashtra,2026-01-12,N/A,N/A,10.0,HIGH,0.5333333333333333,0.3,Synchronized spike across 8 PINs (53%) in district Hingoli,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000184,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049487,MPS,Multi-PIN Synchronization,"241001, 241121, 241122, 241123, 241124...",Hardoi,Uttar Pradesh,2026-01-12,N/A,N/A,10.0,HIGH,0.9583333333333334,0.3,Synchronized spike across 23 PINs (96%) in district Hardoi,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000183,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049484,MPS,Multi-PIN Synchronization,"474001, 474002, 474003, 474004, 474005...",Gwalior,Madhya Pradesh,2026-01-12,N/A,N/A,10.0,HIGH,0.8571428571428571,0.3,Synchronized spike across 18 PINs (86%) in district Gwalior,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000182,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049480,MPS,Multi-PIN Synchronization,"473001, 473101, 473105, 473110, 473111...",Guna,Madhya Pradesh,2026-01-12,N/A,N/A,10.0,HIGH,0.5,0.3,Synchronized spike across 11 PINs (50%) in district Guna,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000181,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049477,MPS,Multi-PIN Synchronization,"273001, 273002, 273003, 273004, 273005...",Gorakhpur,Uttar Pradesh,2026-01-12,N/A,N/A,10.0,HIGH,0.74,0.3,Synchronized spike across 37 PINs (74%) in district Gorakhpur,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000180,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049436,MPS,Multi-PIN Synchronization,"424001, 424002, 424005, 424006, 424301...",Dhule,Maharashtra,2026-01-12,N/A,N/A,10.0,HIGH,0.6875,0.3,Synchronized spike across 22 PINs (69%) in district Dhule,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000179,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049474,MPS,Multi-PIN Synchronization,"271001, 271002, 271122, 271123, 271124...",Gonda,Uttar Pradesh,2026-01-12,N/A,N/A,10.0,HIGH,0.7435897435897436,0.3,Synchronized spike across 29 PINs (74%) in district Gonda,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000178,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049472,MPS,Multi-PIN Synchronization,"813208, 814133, 814147, 814153, 814154...",Godda,Jharkhand,2026-01-12,N/A,N/A,10.0,HIGH,0.6,0.3,Synchronized spike across 9 PINs (60%) in district Godda,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000176,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049616,MPS,Multi-PIN Synchronization,"247772, 247775, 251001, 251002, 251003...",Muzaffarnagar,Uttar Pradesh,2026-01-12,N/A,N/A,10.0,HIGH,0.7241379310344828,0.3,Synchronized spike across 21 PINs (72%) in district Muzaffarnagar,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000012,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049617,MPS,Multi-PIN Synchronization,"842001, 842002, 842003, 842004, 843101...",Muzaffarpur,Bihar,2026-01-12,N/A,N/A,10.0,HIGH,0.6909090909090909,0.3,Synchronized spike across 38 PINs (69%) in district Muzaffarpur,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000013,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
IOC-MPS-049620,MPS,Multi-PIN Synchronization,"782002, 782003, 782102, 782103, 782120...",Nagaon,Assam,2026-01-12,N/A,N/A,10.0,HIGH,0.5897435897435898,0.3,Synchronized spike across 23 PINs (59%) in district Nagaon,INVESTIGATE: District-wide audit required. Check for common operators/centers across flagged PINs.,ALERT-000014,OPEN,UNASSIGNED,2026-01-12 19:38:53,2
